customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST101182,Female,0,No,Yes,22,No,DSL,Month-to-month,Mailed check,66.88,1510.55,No
CUST101183,Female,0,No,Yes,26,Yes,No,One year,Credit card,24.56,651.91,No
CUST101184,Female,0,No,Yes,71,Yes,No,One year,Electronic check,54.35,3844.11,No
CUST101185,Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,Credit card,26.14,345.52,Yes
CUST101186,Female,1,No,Yes,40,Yes,Fiber optic,Month-to-month,Bank transfer,31.81,1190.86,Yes
CUST101187,Male,0,No,Yes,25,Yes,Fiber optic,One year,Bank transfer,29.28,801.19,No
CUST101188,Male,0,Yes,No,27,Yes,Fiber optic,Two year,Credit card,35.81,938.98,No
CUST101189,Female,0,No,Yes,63,Yes,Fiber optic,Two year,Mailed check,101.29,6577.9,No
CUST101190,Male,0,Yes,Yes,67,Yes,DSL,One year,Mailed check,82.76,5737.26,No
CUST101191,Male,0,Yes,No,50,Yes,DSL,Month-to-month,Electronic check,70.68,3442.24,No
CUST101192,Male,0,No,No,47,Yes,DSL,Two year,Mailed check,93.23,4513.98,No
CUST101193,Female,0,No,No,9,Yes,DSL,Two year,Bank transfer,116.12,1031.74,No
CUST101194,Female,0,Yes,No,72,Yes,DSL,Month-to-month,Mailed check,61.77,4461.95,No
CUST101195,Male,0,No,No,38,Yes,Fiber optic,Month-to-month,Credit card,56.74,2226.4,Yes
CUST101196,Female,1,No,No,18,Yes,Fiber optic,Two year,Credit card,117.78,2220.3,No
CUST101197,Male,0,Yes,No,63,Yes,DSL,Two year,Electronic check,97.13,6047.08,No
CUST101198,Male,1,Yes,No,18,Yes,DSL,Month-to-month,Bank transfer,97.71,1977.72,No
CUST101199,Male,0,No,No,61,No,Fiber optic,Two year,Credit card,79.99,4907.34,No
CUST101200,Male,0,Yes,Yes,12,No,DSL,Month-to-month,Bank transfer,70.7,650.74,No
CUST101201,Female,0,No,No,24,No,DSL,Two year,Mailed check,75.06,1775.26,No
CUST101202,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Electronic check,85.21,3705.16,Yes
CUST101203,Female,1,No,Yes,38,Yes,Fiber optic,Month-to-month,Electronic check,57.68,2132.7,Yes
CUST101204,Male,1,No,No,29,No,No,Month-to-month,Mailed check,98.23,3077.63,No
CUST101205,Female,1,Yes,Yes,4,Yes,Fiber optic,Two year,Credit card,110.92,456.07,No
CUST101206,Male,0,No,Yes,17,No,No,Month-to-month,Bank transfer,77.13,1310.8,No
CUST101207,Female,0,Yes,No,20,Yes,DSL,Two year,Bank transfer,58.15,1058.1,No
CUST101208,Male,0,No,Yes,49,Yes,DSL,Month-to-month,Bank transfer,89.56,4450.14,No
CUST101209,Male,1,No,No,5,Yes,DSL,One year,Credit card,38.22,158.37,No
CUST101210,Male,0,Yes,No,49,Yes,DSL,Month-to-month,Mailed check,116.86,5724.16,Yes
CUST101211,Female,0,No,Yes,65,Yes,Fiber optic,Month-to-month,Bank transfer,85.8,5555.83,Yes
CUST101212,Female,0,Yes,Yes,0,Yes,Fiber optic,Month-to-month,Credit card,26.76,,Yes
CUST101213,Female,0,Yes,Yes,56,Yes,No,Month-to-month,Bank transfer,72.98,4066.41,No
CUST101214,Female,1,No,No,29,Yes,No,One year,Credit card,95.03,2504.97,No
CUST101215,Male,0,No,No,57,Yes,Fiber optic,Month-to-month,Mailed check,47.78,2638.76,Yes
CUST101216,Female,0,No,Yes,51,Yes,Fiber optic,Month-to-month,Bank transfer,25.1,1148.2,Yes
CUST101217,Female,0,No,No,36,Yes,DSL,Month-to-month,Mailed check,68.92,2629.36,No
CUST101218,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Electronic check,103.36,4917.68,Yes
CUST101219,Male,0,No,Yes,0,Yes,No,Month-to-month,Credit card,45.15,,No
CUST101220,Male,0,No,Yes,18,No,DSL,Month-to-month,Electronic check,91.7,1631.05,No
CUST101221,Female,0,No,Yes,45,Yes,Fiber optic,One year,Mailed check,60.78,2593.6,No
CUST101222,Male,1,No,Yes,66,Yes,No,Month-to-month,Mailed check,25.96,1690.79,No
CUST101223,Male,0,No,Yes,1,Yes,DSL,One year,Mailed check,50.4,145.68,No
CUST101224,Male,0,Yes,Yes,55,Yes,No,Month-to-month,Bank transfer,51.39,2908.32,No
CUST101225,Female,1,No,Yes,16,Yes,DSL,Month-to-month,Bank transfer,110.47,1810.37,No
CUST101226,Male,0,Yes,Yes,21,No,No,Two year,Mailed check,118.17,2342.43,No
CUST101227,Female,0,No,Yes,26,Yes,DSL,Two year,Mailed check,40.98,992.23,No
CUST101228,Female,0,No,Yes,54,Yes,DSL,Month-to-month,Bank transfer,63.05,3441.91,No
CUST101229,Male,0,No,No,31,Yes,DSL,Month-to-month,Bank transfer,117.67,3532.97,No
CUST101230,Male,0,Yes,No,59,No,Fiber optic,Month-to-month,Credit card,60.73,3655.25,Yes
CUST101231,Female,1,No,Yes,27,Yes,No,Two year,Mailed check,54.92,1349.69,No
CUST101232,Male,0,Yes,No,27,Yes,Fiber optic,One year,Bank transfer,30.99,726.46,No
CUST101233,Male,0,Yes,No,24,No,No,Two year,Bank transfer,95.33,2155.46,No
CUST101234,Female,0,No,No,25,No,Fiber optic,Month-to-month,Electronic check,64.7,1568.07,Yes
CUST101235,Female,0,Yes,No,70,Yes,DSL,One year,Mailed check,83.87,5718.8,No
CUST101236,Male,0,No,No,16,Yes,Fiber optic,One year,Mailed check,70.99,1087.22,No
CUST101237,Female,0,No,No,6,Yes,DSL,One year,Bank transfer,37.45,133.58,No
CUST101238,Male,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Electronic check,37.64,2001.72,Yes
CUST101239,Male,0,No,Yes,63,No,DSL,One year,Credit card,113.98,7247.65,No
CUST101240,Male,1,No,No,19,Yes,DSL,Two year,Mailed check,108.95,2068.99,No
CUST101241,Female,0,Yes,No,37,Yes,Fiber optic,Two year,Credit card,81.06,3066.05,No
CUST101242,Male,0,Yes,Yes,57,No,DSL,Month-to-month,Mailed check,20.12,1368.8,No
CUST101243,Male,0,Yes,No,15,Yes,Fiber optic,One year,Bank transfer,63.33,781.15,No
CUST101244,Male,0,Yes,No,50,Yes,No,Two year,Credit card,73.04,3597.5,No
CUST101245,Female,0,Yes,No,26,Yes,DSL,Month-to-month,Mailed check,64.94,1585.52,No
CUST101246,Female,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Credit card,112.54,5557.46,Yes
CUST101247,Female,0,No,No,15,No,Fiber optic,Month-to-month,Bank transfer,24.09,399.01,Yes
CUST101248,Female,0,Yes,Yes,59,Yes,DSL,Month-to-month,Electronic check,85.49,5220.9,No
CUST101249,Female,1,Yes,Yes,39,Yes,Fiber optic,Two year,Electronic check,51.38,2068.26,No
CUST101250,Male,1,No,No,66,No,DSL,Month-to-month,Credit card,75.95,5061.22,No
CUST101251,Female,1,No,Yes,1,No,DSL,One year,Credit card,85.59,189.64,No
CUST101252,Female,0,Yes,No,47,Yes,DSL,Month-to-month,Credit card,64.08,3160.95,No
CUST101253,Female,0,Yes,No,51,Yes,Fiber optic,Month-to-month,Mailed check,34.84,1956.52,No
CUST101254,Male,0,No,No,23,Yes,Fiber optic,Two year,Bank transfer,71.9,1702.41,No
CUST101255,Female,0,Yes,No,1,Yes,DSL,One year,Credit card,113.3,17.07,No
CUST101256,Female,0,Yes,No,64,Yes,DSL,Month-to-month,Electronic check,73.59,4675.81,No
CUST101257,Male,0,No,No,19,Yes,Fiber optic,Two year,Mailed check,32.29,408.5,No
CUST101258,Female,0,Yes,No,33,Yes,No,Month-to-month,Credit card,102.42,3456.49,No
CUST101259,Male,0,No,No,40,Yes,Fiber optic,Month-to-month,Mailed check,42.17,1601.64,Yes
CUST101260,Male,0,Yes,No,40,Yes,DSL,One year,Credit card,57.02,2209.14,No
CUST101261,Male,0,No,Yes,22,Yes,DSL,Month-to-month,Credit card,62.88,1418.72,No
CUST101262,Male,0,No,No,37,Yes,No,One year,Mailed check,53.97,1802.1,No
CUST101263,Male,0,No,Yes,43,Yes,DSL,One year,Bank transfer,60.45,2702.54,No
CUST101264,Female,0,Yes,Yes,66,Yes,DSL,Month-to-month,Bank transfer,99.55,6625.84,No
CUST101265,Male,0,No,No,61,Yes,Fiber optic,One year,Electronic check,42.34,2539.43,No
CUST101266,Male,0,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Bank transfer,67.04,732.53,Yes
CUST101267,Female,0,No,No,29,Yes,Fiber optic,One year,Bank transfer,22.0,570.91,No
CUST101268,Male,0,No,No,64,Yes,DSL,Month-to-month,Mailed check,70.77,4789.72,No
CUST101269,Female,0,No,No,40,Yes,Fiber optic,Two year,Mailed check,31.17,1155.1,No
CUST101270,Female,0,Yes,No,19,No,Fiber optic,Two year,Electronic check,48.22,948.46,No
CUST101271,Female,1,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Credit card,52.49,236.15,Yes
CUST101272,Male,0,No,Yes,3,Yes,DSL,Two year,Mailed check,28.24,90.11,No
CUST101273,Male,0,Yes,No,9,Yes,Fiber optic,One year,Mailed check,56.06,555.8,No
CUST101274,Male,0,Yes,Yes,50,Yes,Fiber optic,One year,Mailed check,69.81,3545.65,No
CUST101275,Female,1,Yes,Yes,37,Yes,Fiber optic,Two year,Bank transfer,63.11,2299.38,No
CUST101276,Male,0,No,Yes,0,Yes,Fiber optic,Month-to-month,Mailed check,48.04,,Yes
CUST101277,Male,0,Yes,No,7,Yes,DSL,Month-to-month,Electronic check,49.49,273.22,No
CUST101278,Male,0,No,Yes,62,Yes,DSL,Month-to-month,Electronic check,83.36,5122.26,No
CUST101279,Female,1,No,Yes,32,Yes,DSL,Month-to-month,Mailed check,91.84,2879.21,No
CUST101280,Female,0,No,Yes,14,No,DSL,Month-to-month,Credit card,77.65,982.92,No
CUST101281,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Mailed check,117.62,3573.41,Yes
CUST101282,Male,0,No,Yes,20,Yes,Fiber optic,Month-to-month,Electronic check,114.49,2154.23,Yes
CUST101283,Male,0,Yes,Yes,2,Yes,DSL,One year,Credit card,29.85,54.56,No
CUST101284,Male,0,Yes,No,65,Yes,No,Month-to-month,Bank transfer,46.14,2835.89,No
CUST101285,Female,0,No,Yes,34,Yes,DSL,Month-to-month,Mailed check,106.84,3741.66,No
CUST101286,Female,0,No,No,40,Yes,DSL,Month-to-month,Electronic check,22.97,857.32,No
CUST101287,Female,0,No,No,58,Yes,DSL,One year,Bank transfer,79.22,4522.0,No
CUST101288,Female,0,Yes,No,15,Yes,Fiber optic,Two year,Electronic check,115.45,1642.19,No
CUST101289,Male,1,Yes,No,55,Yes,Fiber optic,Month-to-month,Bank transfer,87.87,5003.37,Yes
CUST101290,Male,0,No,No,44,Yes,No,One year,Electronic check,29.19,1417.11,No
CUST101291,Male,0,No,No,58,Yes,DSL,Two year,Electronic check,94.78,5502.68,No
CUST101292,Female,0,Yes,Yes,49,Yes,DSL,Two year,Bank transfer,57.65,2774.65,No
CUST101293,Male,0,Yes,No,11,Yes,Fiber optic,One year,Mailed check,112.15,1441.21,No
CUST101294,Female,0,No,Yes,11,No,Fiber optic,Month-to-month,Electronic check,48.63,584.7,Yes
CUST101295,Female,0,Yes,Yes,32,No,No,Month-to-month,Credit card,67.32,2128.72,No
CUST101296,Male,0,Yes,No,48,Yes,DSL,Month-to-month,Mailed check,94.66,4487.57,No
CUST101297,Male,0,Yes,Yes,20,Yes,Fiber optic,One year,Credit card,45.75,996.78,No
CUST101298,Male,0,Yes,Yes,59,Yes,DSL,Month-to-month,Electronic check,38.18,2230.56,No
CUST101299,Female,0,Yes,Yes,51,Yes,Fiber optic,One year,Bank transfer,20.27,899.88,No
CUST101300,Male,0,Yes,No,53,Yes,DSL,Month-to-month,Mailed check,68.8,3663.59,No
CUST101301,Female,1,No,Yes,38,Yes,Fiber optic,Month-to-month,Bank transfer,112.86,4312.55,Yes
CUST101302,Male,0,Yes,Yes,48,Yes,Fiber optic,Two year,Bank transfer,48.15,2315.63,No
CUST101303,Female,1,No,No,63,Yes,DSL,Two year,Credit card,24.34,1583.94,No
CUST101304,Female,0,No,Yes,25,Yes,DSL,One year,Credit card,82.04,2018.65,No
CUST101305,Male,1,Yes,Yes,70,Yes,DSL,Month-to-month,Mailed check,25.62,1794.1,No
CUST101306,Female,0,No,Yes,6,Yes,DSL,Two year,Mailed check,70.69,423.14,No
CUST101307,Female,0,No,No,71,Yes,DSL,Month-to-month,Mailed check,58.15,3994.76,No
CUST101308,Male,0,No,Yes,61,No,DSL,One year,Credit card,67.54,4190.22,No
CUST101309,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Credit card,36.26,889.0,No
CUST101310,Male,0,No,No,39,Yes,DSL,One year,Bank transfer,29.02,1230.7,No
CUST101311,Female,0,Yes,No,46,No,DSL,One year,Bank transfer,94.9,4264.49,No
CUST101312,Male,0,No,No,7,Yes,No,Two year,Bank transfer,44.57,269.72,No
CUST101313,Male,0,No,Yes,53,Yes,DSL,One year,Mailed check,100.04,5413.03,No
CUST101314,Female,0,No,No,8,Yes,Fiber optic,Two year,Electronic check,95.84,709.1,No
CUST101315,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card,39.84,259.33,Yes
CUST101316,Female,0,Yes,No,53,Yes,No,One year,Mailed check,110.83,5718.05,No
CUST101317,Female,0,No,Yes,20,Yes,DSL,Month-to-month,Credit card,36.13,666.07,No
CUST101318,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Electronic check,99.71,4639.88,Yes
CUST101319,Male,0,Yes,No,46,Yes,DSL,One year,Credit card,62.05,2930.67,No
CUST101320,Female,0,Yes,No,67,Yes,No,Two year,Credit card,38.3,2732.64,No
CUST101321,Male,0,Yes,No,62,Yes,DSL,Month-to-month,Credit card,113.81,7086.61,No
CUST101322,Male,0,No,No,15,No,Fiber optic,Month-to-month,Bank transfer,116.33,1482.87,Yes
CUST101323,Female,0,Yes,Yes,4,No,DSL,Month-to-month,Electronic check,71.14,276.46,Yes
CUST101324,Male,0,Yes,Yes,10,Yes,No,Two year,Mailed check,66.92,681.51,No
CUST101325,Male,0,Yes,No,28,Yes,Fiber optic,Month-to-month,Mailed check,110.08,3121.55,Yes
CUST101326,Male,0,Yes,No,69,Yes,DSL,Month-to-month,Mailed check,79.61,5485.23,No
CUST101327,Male,0,Yes,No,47,Yes,DSL,Month-to-month,Electronic check,46.6,2320.84,No
CUST101328,Female,1,Yes,Yes,14,Yes,DSL,Month-to-month,Credit card,62.52,786.45,No
CUST101329,Male,0,No,Yes,33,Yes,DSL,One year,Mailed check,103.6,3315.72,No
CUST101330,Female,0,Yes,Yes,59,Yes,DSL,Two year,Electronic check,105.96,6190.4,No
CUST101331,Female,0,No,Yes,61,Yes,No,Month-to-month,Bank transfer,113.93,7209.92,No
CUST101332,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,48.83,30.84,Yes
CUST101333,Female,0,Yes,No,18,Yes,No,Two year,Bank transfer,88.0,1698.88,No
CUST101334,Female,0,Yes,No,48,Yes,Fiber optic,Two year,Electronic check,26.84,1401.32,No
CUST101335,Female,0,No,No,27,Yes,Fiber optic,Month-to-month,Bank transfer,92.59,2328.04,Yes
CUST101336,Male,1,Yes,Yes,47,Yes,Fiber optic,Month-to-month,Mailed check,76.32,3581.39,Yes
CUST101337,Female,0,Yes,No,36,No,DSL,Two year,Electronic check,44.98,1731.3,No
CUST101338,Female,1,Yes,Yes,48,Yes,Fiber optic,One year,Bank transfer,85.46,4388.25,No
CUST101339,Female,0,Yes,Yes,47,Yes,Fiber optic,Two year,Credit card,33.52,1683.28,No
CUST101340,Male,0,No,No,72,No,No,Month-to-month,Mailed check,53.38,3809.12,No
CUST101341,Female,0,No,Yes,28,Yes,Fiber optic,One year,Mailed check,60.09,1828.54,No
CUST101342,Male,0,No,Yes,59,Yes,Fiber optic,One year,Bank transfer,97.71,5721.77,No
CUST101343,Male,0,No,No,28,Yes,Fiber optic,Two year,Bank transfer,50.88,1311.49,No
CUST101344,Male,0,No,Yes,57,Yes,Fiber optic,Two year,Electronic check,24.9,1489.28,No
CUST101345,Male,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,Bank transfer,38.07,1644.08,Yes
CUST101346,Male,1,Yes,No,22,Yes,DSL,One year,Bank transfer,80.81,1718.27,No
CUST101347,Male,0,Yes,Yes,26,Yes,DSL,Month-to-month,Credit card,21.53,708.45,No
CUST101348,Female,0,No,Yes,6,Yes,Fiber optic,Two year,Mailed check,99.22,666.55,No
CUST101349,Male,0,Yes,No,48,Yes,No,One year,Bank transfer,110.11,5198.88,No
CUST101350,Female,0,No,Yes,53,No,DSL,Two year,Bank transfer,69.54,3699.66,No
CUST101351,Female,0,Yes,No,67,Yes,No,Month-to-month,Credit card,90.76,6071.41,No
CUST101352,Male,0,No,Yes,41,Yes,DSL,Month-to-month,Bank transfer,66.27,2807.8,No
CUST101353,Female,1,Yes,Yes,58,Yes,Fiber optic,Month-to-month,Credit card,50.88,2989.04,Yes
CUST101354,Female,0,Yes,No,43,Yes,DSL,Month-to-month,Mailed check,36.49,1584.55,No
CUST101355,Female,0,Yes,No,25,No,DSL,Month-to-month,Mailed check,71.82,1791.85,No
CUST101356,Female,0,Yes,Yes,22,Yes,DSL,Two year,Credit card,112.99,2375.8,No
CUST101357,Male,0,No,No,72,Yes,DSL,Month-to-month,Credit card,109.0,7986.02,No
CUST101358,Female,0,Yes,Yes,7,Yes,DSL,One year,Mailed check,111.96,825.6,No
CUST101359,Male,0,Yes,No,52,Yes,DSL,Two year,Mailed check,116.64,6032.43,No
CUST101360,Female,0,Yes,Yes,13,Yes,DSL,Two year,Credit card,36.54,449.44,No
CUST101361,Female,0,No,Yes,70,Yes,DSL,Month-to-month,Electronic check,34.65,2415.29,No
CUST101362,Male,0,Yes,Yes,6,Yes,DSL,Month-to-month,Mailed check,62.78,294.45,Yes
CUST101363,Female,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Mailed check,88.93,654.66,Yes
CUST101364,Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Credit card,63.97,226.26,Yes
CUST101365,Female,0,Yes,No,16,Yes,DSL,One year,Credit card,109.24,1591.36,No
CUST101366,Male,0,Yes,No,43,Yes,DSL,One year,Credit card,91.74,4130.66,No
CUST101367,Female,0,No,Yes,45,Yes,Fiber optic,One year,Electronic check,83.4,3753.38,No
CUST101368,Male,0,No,Yes,57,Yes,DSL,Two year,Credit card,27.1,1465.55,No
CUST101369,Female,0,No,No,27,Yes,Fiber optic,Two year,Electronic check,37.53,978.72,No
CUST101370,Male,0,Yes,No,13,Yes,DSL,Two year,Credit card,62.82,858.76,No
CUST101371,Male,0,No,No,8,Yes,DSL,Two year,Credit card,117.64,893.01,No
CUST101372,Female,0,Yes,No,25,Yes,DSL,Month-to-month,Electronic check,53.44,1401.95,No
CUST101373,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Bank transfer,83.0,-23.23,Yes
CUST101374,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Mailed check,118.89,3843.62,Yes
CUST101375,Male,0,Yes,Yes,18,Yes,DSL,One year,Credit card,46.4,859.64,No
CUST101376,Female,0,No,No,38,Yes,No,One year,Bank transfer,36.67,1331.46,No
CUST101377,Male,1,No,No,12,Yes,DSL,Month-to-month,Electronic check,74.63,1091.48,No
CUST101378,Female,0,No,No,4,Yes,No,Two year,Credit card,75.19,383.7,No
CUST101379,Female,0,Yes,No,49,Yes,DSL,Month-to-month,Electronic check,112.19,5548.53,No
CUST101380,Female,0,No,No,22,Yes,DSL,Two year,Electronic check,22.64,509.22,No
CUST101381,Female,0,No,No,28,Yes,Fiber optic,Month-to-month,Electronic check,60.74,1666.04,No
CUST101382,Male,1,Yes,No,71,Yes,DSL,Month-to-month,Bank transfer,51.23,3611.73,No
CUST101383,Female,0,No,No,25,Yes,Fiber optic,Month-to-month,Electronic check,77.11,1844.25,No
CUST101384,Male,1,Yes,No,56,Yes,Fiber optic,Month-to-month,Mailed check,20.93,1193.28,Yes
CUST101385,Female,1,No,Yes,0,Yes,Fiber optic,Month-to-month,Credit card,91.11,,Yes
CUST101386,Male,1,No,No,27,Yes,DSL,One year,Credit card,68.5,1995.33,No
CUST101387,Female,0,No,No,61,Yes,Fiber optic,Month-to-month,Mailed check,90.07,5500.37,Yes
CUST101388,Male,0,Yes,Yes,46,No,Fiber optic,Two year,Credit card,64.78,3116.86,No
CUST101389,Male,0,No,Yes,58,Yes,Fiber optic,Month-to-month,Mailed check,67.42,3999.68,Yes
CUST101390,Female,0,No,Yes,30,Yes,DSL,Month-to-month,Bank transfer,109.55,3279.57,No
CUST101391,Female,0,No,No,69,Yes,No,Two year,Electronic check,41.09,2879.81,No
CUST101392,Female,0,No,No,48,Yes,No,Month-to-month,Bank transfer,41.75,1961.38,No
CUST101393,Female,0,Yes,No,4,Yes,No,One year,Mailed check,75.95,294.17,No
CUST101394,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Electronic check,86.02,2502.99,Yes
CUST101395,Female,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Bank transfer,55.47,2163.48,Yes
CUST101396,Male,0,No,No,14,No,DSL,Month-to-month,Electronic check,71.95,1026.11,No
CUST101397,Male,0,No,No,51,Yes,No,Month-to-month,Electronic check,42.79,2266.92,No
CUST101398,Female,0,Yes,Yes,68,Yes,No,Month-to-month,Bank transfer,33.59,2240.33,No
CUST101399,Male,1,No,No,10,Yes,DSL,One year,Credit card,43.83,596.08,No
CUST101400,Male,0,No,No,42,No,DSL,Two year,Mailed check,111.64,4616.42,No
CUST101401,Male,0,Yes,No,69,Yes,No,Month-to-month,Bank transfer,100.18,6900.93,No
CUST101402,Male,1,Yes,No,22,Yes,DSL,Two year,Bank transfer,34.02,701.34,No
CUST101403,Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,Credit card,24.66,989.23,No
CUST101404,Female,1,No,Yes,62,Yes,No,Two year,Mailed check,29.32,1748.75,No
CUST101405,Female,0,Yes,Yes,1,Yes,Fiber optic,Two year,Bank transfer,49.34,108.4,No
CUST101406,Female,0,Yes,Yes,72,Yes,No,Month-to-month,Electronic check,101.14,7308.4,No
CUST101407,Male,0,No,No,46,No,DSL,Two year,Mailed check,52.14,2382.53,No
CUST101408,Male,0,Yes,No,29,Yes,DSL,Month-to-month,Credit card,38.57,1011.98,Yes
CUST101409,Female,0,No,No,15,Yes,Fiber optic,Month-to-month,Bank transfer,59.58,885.62,Yes
CUST101410,Female,0,No,Yes,58,Yes,Fiber optic,One year,Electronic check,32.41,1869.25,No
CUST101411,Female,0,Yes,Yes,46,Yes,DSL,Two year,Mailed check,67.02,3172.56,No
CUST101412,Male,0,No,Yes,29,Yes,No,Two year,Bank transfer,87.56,2510.3,No
CUST101413,Female,1,Yes,No,8,Yes,No,Month-to-month,Mailed check,56.88,357.1,No
CUST101414,Female,1,Yes,No,64,Yes,DSL,One year,Electronic check,37.36,2213.95,No
CUST101415,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,Electronic check,65.32,3903.47,No
CUST101416,Male,0,No,Yes,63,Yes,DSL,Month-to-month,Mailed check,96.25,6045.9,No
CUST101417,Male,0,Yes,No,7,No,Fiber optic,Month-to-month,Electronic check,27.66,226.5,Yes
CUST101418,Male,0,No,No,51,Yes,DSL,Month-to-month,Electronic check,27.09,1330.04,No
CUST101419,Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Mailed check,51.81,820.88,Yes
CUST101420,Male,1,No,Yes,57,Yes,Fiber optic,Two year,Mailed check,61.51,3496.5,No
CUST101421,Male,0,Yes,Yes,48,Yes,No,Month-to-month,Credit card,41.65,1915.65,No
CUST101422,Male,0,No,Yes,31,Yes,DSL,Two year,Bank transfer,22.69,666.63,No
CUST101423,Male,0,No,Yes,47,Yes,Fiber optic,Month-to-month,Credit card,41.96,2043.57,Yes
CUST101424,Female,1,Yes,No,44,No,Fiber optic,Two year,Credit card,63.54,2865.94,No
CUST101425,Female,0,Yes,No,53,Yes,Fiber optic,Month-to-month,Credit card,27.94,1430.55,Yes
CUST101426,Male,0,No,No,45,Yes,No,One year,Credit card,91.59,4098.62,No
CUST101427,Male,0,No,Yes,30,Yes,Fiber optic,One year,Bank transfer,75.21,2063.79,No
CUST101428,Female,0,Yes,No,36,Yes,No,Two year,Mailed check,63.44,2116.81,No
CUST101429,Male,0,No,No,15,Yes,DSL,Month-to-month,Electronic check,71.87,1026.61,No
CUST101430,Male,1,No,No,45,Yes,Fiber optic,Month-to-month,Electronic check,85.58,3855.48,Yes
CUST101431,Male,0,No,No,45,Yes,Fiber optic,One year,Mailed check,119.48,5249.52,No
CUST101432,Female,0,No,No,60,Yes,No,Month-to-month,Mailed check,97.51,5920.98,No
CUST101433,Female,0,Yes,Yes,45,Yes,DSL,One year,Mailed check,74.04,3416.92,No
CUST101434,Female,0,No,No,50,Yes,DSL,Month-to-month,Electronic check,97.05,4768.19,No
CUST101435,Female,0,Yes,No,61,Yes,Fiber optic,Month-to-month,Credit card,67.52,4030.01,Yes
CUST101436,Female,0,No,Yes,34,No,DSL,Month-to-month,Credit card,51.09,1778.21,No
CUST101437,Male,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,Credit card,46.2,2061.11,Yes
CUST101438,Female,0,No,No,44,Yes,No,Two year,Bank transfer,59.95,2596.05,No
CUST101439,Male,0,Yes,No,67,Yes,No,Month-to-month,Credit card,20.23,1449.05,No
CUST101440,Male,0,No,No,46,Yes,DSL,One year,Bank transfer,37.7,1731.55,No
CUST101441,Female,1,Yes,No,29,Yes,DSL,Month-to-month,Electronic check,32.65,952.97,No
CUST101442,Female,0,No,Yes,23,Yes,Fiber optic,Month-to-month,Bank transfer,116.03,2649.91,Yes
CUST101443,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Mailed check,26.48,1814.84,Yes
CUST101444,Male,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Mailed check,70.1,3142.37,Yes
CUST101445,Male,0,Yes,No,33,Yes,Fiber optic,Two year,Electronic check,111.97,3780.5,No
CUST101446,Female,0,Yes,No,22,Yes,Fiber optic,Two year,Credit card,80.75,1658.54,No
CUST101447,Female,0,Yes,No,60,Yes,DSL,Two year,Electronic check,69.53,4146.38,No
CUST101448,Female,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,Mailed check,94.3,3200.09,Yes
CUST101449,Female,0,No,No,12,Yes,DSL,One year,Credit card,55.34,869.61,No
CUST101450,Female,0,Yes,No,70,Yes,DSL,Two year,Mailed check,39.37,2791.1,No
CUST101451,Male,0,Yes,Yes,6,No,Fiber optic,Month-to-month,Electronic check,104.73,548.13,Yes
CUST101452,Female,1,No,No,41,Yes,Fiber optic,One year,Credit card,25.66,1078.3,No
CUST101453,Male,0,Yes,Yes,37,Yes,Fiber optic,One year,Electronic check,100.78,3917.4,No
CUST101454,Male,0,Yes,No,51,Yes,DSL,One year,Mailed check,30.34,1463.72,No
CUST101455,Male,1,Yes,Yes,43,Yes,DSL,One year,Credit card,82.56,3493.05,No
CUST101456,Female,1,No,Yes,63,Yes,DSL,One year,Mailed check,67.7,4147.75,No
CUST101457,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,Credit card,119.85,1494.92,No
CUST101458,Female,0,No,No,27,Yes,DSL,Two year,Bank transfer,58.79,1573.38,No
CUST101459,Male,0,No,Yes,0,Yes,Fiber optic,Month-to-month,Bank transfer,115.73,,Yes
CUST101460,Male,0,Yes,Yes,42,Yes,Fiber optic,One year,Mailed check,60.38,2569.71,No
